75.7,21.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,4394.57637213,26.0,6.0
73.7,21.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.0,7.0
73.5,21.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,4510.77283168,26.0,8.0
72.9,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,90.0,8.0
75.9,21.5,751.0,1.607085943222046,252.72119140625,1.2005894944877582e-08,6.366668701171875,12.506176948547363,-7436.87841796875,28.482521057128906,0.0,5393.82431559,26.0,12.0
76.3,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,26.0,12.0
75.7,21.5,516.160888671875,10.202773094177246,242.122802734375,1.6727907450331259e-06,43.286224365234375,7.222666263580322,1330.1583251953125,821.3595581054688,0.0,2050.28383784,26.0,12.0
75.5,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7446.68615768,26.0,3.0
76.5,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10733.912991,26.0,6.0
75.3,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9001.44319297,26.0,12.0
76.7,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,26.0,10.0
75.1,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1e-07,-9999.0,26.0,10.0
74.9,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.0,5.0
73.9,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.0,7.0
73.7,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10013.3795611,90.0,10.0
76.1,21.5,502.0,2.167497396469116,26.857593536376953,5.0976296961380285e-08,10.616668701171875,19.935104370117188,-669331.4375,3624.252197265625,0.0,1486.18236176,26.0,12.0
73.5,21.5,224.0,0.8201737999916077,268.1467590332031,3.5459262193171526e-09,3.369110107421875,7.608255863189697,2315.70849609375,41.37270736694336,0.0,3969.27253898,90.0,3.0
73.3,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,90.0,3.0
73.1,21.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,8274.7720228,90.0,8.0
75.5,21.7,360.0,1.157900333404541,20.095230102539062,3.2223708146261743e-09,4.375,6.159359455108643,2465.31103515625,42.73381805419922,0.0,1127.0658379,90.0,12.0
73.3,21.7,112.0,0.940741240978241,248.49856567382812,5.120512014400447e-08,5.5,6.3812255859375,1110.8077392578125,27.451128005981445,0.0,4189.29924715,26.0,10.0
77.9,21.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,90.0,10.0
76.5,21.7,308.0,0.2976129949092865,315.4813537597656,1.8385942768261998e-09,1.616668701171875,7.87884521484375,248.4454345703125,6.1492085456848145,0.0,510.784118829,90.0,6.0
74.5,21.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.0,6.0
75.3,21.7,626.0,7.405797481536865,161.95834350585938,1.415854882225176e-07,26.744110107421875,5.559301376342773,1123.0872802734375,313.53900146484375,0.0,5523.37120843,90.0,10.0
76.1,21.7,409.0,0.25164443254470825,341.5650634765625,6.0448854810601915e-09,4.0,6.9567341804504395,69.41546630859375,2.557544708251953,0.0,3452.50627749,90.0,3.0
74.7,21.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.0,6.0
76.7,21.7,358.0,0.9759694337844849,227.2025909423828,1.5288621479925268e-09,3.625,5.207701206207275,399.072265625,14.895029067993164,0.0,2564.90117001,90.0,3.0
75.1,21.7,392.0,0.6110640168190002,58.80194091796875,1.1151610301851633e-08,2.977447509765625,5.9543776512146,189.1360321044922,8.104077339172363,1e-07,682.709724257,90.0,8.0
74.9,21.7,520.0,1.5376710891723633,147.68038940429688,1.940478888684538e-08,6.875,2.1913280487060547,8147.9033203125,26.89405632019043,-9999.0,1170.58071457,90.0,8.0
80.9,21.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,4.0,6.0
73.5,21.7,169.0,12.703736305236816,337.5430603027344,1.114799147217127e-06,48.0,8.270359992980957,74.6475830078125,627.9161987304688,0.0,997.881872039,26.0,12.0
74.3,21.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,12686.5641412,26.0,8.0
76.9,21.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,12092.0124498,26.0,3.0
76.3,21.7,359.0,0.5725947618484497,13.392494201660156,9.64359148092342e-10,2.0,6.730639457702637,348.1031494140625,11.287862777709961,0.0,3321.86936776,90.0,6.0
74.1,21.7,674.0,4.067542552947998,354.39581298828125,1.974121204284529e-07,18.866668701171875,8.021592140197754,5384.89208984375,483.18585205078125,-9999.0,2612.44222534,26.0,3.0
